x1,x2,x3,x4a,x4b,x5,x6,x7,x8,x9a,x9b,x10,x11,x12,x13,x15,x16,x17,x18,Exposure,y
48,1,20,1,1,4.34461946,134,0,0,0,0,19.42,71,65,50,0,1,1,1,4.188435429,0
45,1,13,1,1,1.321232665,62,12,1,0,0,30.99,61,43,54,1,1,1,1,0.428030154,0
64,0,10,1,0,3.485237454,30,81,0,0,0,22.7,64,64,52,0,0,0,0,-0.613344464,0
43,1,35,1,0,8.639238158,21,0,0,0,0,8.32,55,50,55,0,1,0,0,-0.703322775,0
48,0,35,1,1,5.039592249,0,4,1,0,0,10.01,26,42,56,0,1,1,1,5.044722633,0
68,0,14,0,0,0.971957111,428,157,1,1,0,23.28,45,34,65,1,0,1,1,1.593881228,0
48,1,17,0,0,5.635311777,73,37,0,0,0,30.37,56,55,49,1,1,1,0,0.819926634,1
60,0,27,1,1,2.856191605,154,39,0,0,0,8.83,59,61,68,1,0,0,0,1.379562762,0
62,1,16,1,1,4.051183635,37,30,0,1,0,18.03,52,54,59,1,0,0,0,1.127440163,0
51,1,21,1,0,8.06569237,0,0,1,0,0,44.26,53,66,59,0,0,0,0,-0.540207741,0
62,1,14,1,0,4.52751031,230,174,0,0,1,20.93,57,56,60,0,0,0,0,-0.925329392,1
57,1,13,1,0,2.433243463,11,13,0,0,0,22.5,52,34,60,1,1,1,1,3.77852339,0
64,1,12,0,0,2.051429112,896.5,41,0,1,0,20.06,69,65,50,1,1,1,1,0.019728098,1
28,1,20,1,0,4.578786607,136,13,1,0,0,38.81,57,51,66,1,1,1,1,-0.805732166,1
41,1,45,1,0,4.259873686,168,86,0,0,0,13.77,48,66,63,0,0,0,1,-0.041142334,1
41,1,11,1,1,5.700344905,2,31,1,1,0,8.14,38,64,77,0,1,1,1,2.825722117,0
41,1,14,1,0,6.117186101,216,711,1,0,0,11.03,54,59,60,0,0,0,0,0.251284375,0
56,1,28,1,0,6.407836936,77,312,1,0,0,27.04,57,52,56,1,0,1,0,-1.247961585,0
68,0,11,1,0,1.225583213,198,72,0,1,0,23.78,61,34,44,1,0,0,0,-0.052218032,1
60,1,22,1,1,5.33707601,4,126,1,0,0,28.55,40,58,41,1,0,1,1,-1.160644061,0
67,0,12,1,1,3.45770071,14,53,1,1,0,24.29,40,50,48,1,0,1,0,1.16551454,0
47,1,28,0,0,7.350523193,896.5,64,1,0,0,5.28,75,69,50,0,1,1,1,-2.237167924,0
38,1,34,1,0,5.164086922,124,34,1,0,0,9.96,58,55,55,1,1,1,1,1.611187695,0
54,1,24,1,1,5.79140573,18,9,0,0,0,26.32,55,75,52,0,1,1,0,-1.239814689,0
59,0,28,1,0,6.507190918,24,95,1,0,0,14.89,46,46,40,0,0,1,0,-0.2437461,1
68,1,18,1,0,2.219055506,121,383,1,1,0,17.35,62,26,46,0,0,1,1,-0.969575393,0
36,1,10,1,0,3.487094358,152,141,0,0,0,13.84,63,58,65,1,1,1,1,0.964943335,0
56,1,27,1,0,3.761233152,269,56,0,0,0,22.08,59,49,52,1,0,0,0,0.88624287,0
34,1,17,1,1,6.696852591,236,584,0,0,0,19.42,79,81,44,1,0,0,1,-0.206413482,1
54,1,17,0,0,3.745000226,90,166,1,0,0,7.25,46,42,64,1,1,1,0,0.657485064,0
73,0,18,1,0,3.701599928,75,50,0,0,0,13.8,62,76,31,0,1,0,1,-0.071862826,0
50,1,28,1,0,4.033658634,15,41,1,0,0,9.1,37,43,57,1,0,1,0,0.068752503,0
49,0,25,1,0,3.470191521,306,101,0,0,0,15.34,66,41,60,0,0,0,0,0.357511003,0
65,0,30,1,0,7.23637868,72,114,0,0,0,16.89,66,58,49,1,0,1,0,0.283798094,0
54,1,17,1,0,5.347078211,48,0,0,1,0,5.06,64,66,51,1,1,1,1,1.775010942,0
66,0,22,1,1,3.844538279,0,49,0,0,0,16.39,35,29,31,0,0,1,0,3.158470675,0
45,1,14,1,0,7.905236357,35,1,0,1,0,3.14,53,64,51,1,0,1,1,-1.367812156,0
35,1,19,1,0,4.343105547,103,3,0,0,0,25.13,54,45,69,0,0,0,0,-0.391024402,0
57,0,37,1,1,5.260303324,32,108,0,0,0,11.6,60,56,48,1,1,1,1,-0.008192176,0
56,1,32,1,0,5.575284757,29,40,0,0,0,15.45,51,36,80,0,0,1,1,-0.630910677,0
41,1,42,1,0,11.89057083,95,711,0,0,0,18.62,60,67,63,1,0,0,0,-0.026543836,0
59,0,16,1,0,3.806241761,83,119,0,0,0,5.53,50,58,47,0,0,0,1,-1.403947257,0
58,0,11,0,0,5.034113635,93,24,0,0,0,17.2,43,72,73,1,0,1,1,3.010791954,0
53,0,36,1,0,7.554889856,19,4,0,0,0,15.06,56,58,62,1,0,0,0,0.346791662,0
40,1,29,1,0,10.02334648,110,230,1,0,0,27.06,59,71,59,1,1,1,1,1.38504132,0
46,1,9,1,0,4.708416335,132,74,1,1,0,21.92,35,65,49,1,1,1,1,3.812849209,0
52,0,28,0,0,6.485659064,229,558,0,0,0,19,61,58,34,1,1,0,0,2.057843161,0
49,1,18,1,0,8.660385789,335,85,0,1,0,26.38,71,61,62,0,0,1,1,0.520755415,0
79,0,17,1,0,4.935551943,48,22,1,0,1,21.38,53,43,35,1,0,0,0,-0.102562749,0
52,1,41,1,0,8.593735153,31,15,0,0,0,17.22,64,55,43,0,0,0,0,-1.272668011,0
54,1,15,1,0,4.806319559,89,36,1,0,1,16.51,51,59,62,0,0,0,0,0.488399806,0
59,1,16,0,0,3.169884781,423,12,1,1,0,9.28,68,45,61,0,0,0,1,-0.743392091,0
59,0,30,1,1,8.749744786,11,45,1,0,0,27.29,57,59,66,1,1,1,1,-0.734750133,0
66,0,22,1,1,6.221935579,0,77,1,0,0,15.86,45,53,63,0,0,1,1,-0.920918242,0
67,0,8,1,0,5.153662062,96,65,0,1,0,12.71,55,70,66,1,1,1,1,3.575602597,0
53,1,38,1,0,7.188458486,83,57,1,0,0,31.08,56,57,45,0,0,0,1,-0.893551302,0
71,0,17,1,1,4.402123651,28,157,1,1,0,18.42,31,51,69,1,1,1,1,2.713094921,0
56,1,27,1,0,3.006713437,403,358,0,0,0,18.93,55,48,49,0,0,1,0,0.607620776,0
52,1,10,1,1,5.573889977,27,0,0,0,1,18.67,49,65,54,1,0,0,0,1.421041816,0
45,1,25,1,0,6.6506491,19,11,1,1,0,11.32,38,49,47,0,1,1,1,3.418686125,1
54,1,37,1,0,20.07906651,22,149,0,0,0,25.47,65,62,48,0,1,1,0,3.506693986,0
45,1,30,0,0,9.507245969,244,467,1,0,0,15.79,51,66,65,0,0,1,0,-0.608826906,0
64,0,13,1,0,5.742880201,73,64,0,0,0,21.25,58,58,51,1,0,1,0,0.529862566,0
56,1,17,1,0,3.65495247,15,4,0,0,0,14.24,39,44,57,0,1,1,1,3.11671326,1
44,1,17,1,0,4.760828363,143,146,0,0,0,10.18,57,66,51,0,0,0,1,-0.502012364,0
48,1,21,1,0,3.879051875,277,33,0,1,0,2.11,48,52,54,1,0,0,0,2.846078244,0
49,1,33,1,0,2.400602274,136,112,1,0,0,10.37,53,44,56,0,0,1,0,-0.230553301,0
49,1,29,1,0,3.105406321,245,2,0,0,0,26.68,54,54,64,1,1,1,1,-0.011806101,0
46,1,26,1,1,5.655380191,94,188,0,0,0,8.55,55,50,57,0,0,0,1,0.613935032,0
80,0,14,1,0,8.914530128,41,77,0,1,0,10.03,51,52,68,1,1,1,1,-0.922022431,0
51,1,17,1,0,3.320321778,113,110,0,0,0,16.86,53,52,63,0,0,0,0,-1.482744214,0
36,1,7,0,0,6.964061895,131,32,1,1,0,14.79,49,64,48,1,1,1,1,0.861841653,0
69,0,24,1,0,3.304228386,57,0,0,0,0,20,54,42,53,0,0,1,0,1.307254958,0
52,0,20,1,0,4.353135871,80,57,0,0,0,16.43,47,58,57,1,0,0,1,1.016085446,0
67,1,27,1,0,7.275146961,49,10,0,1,0,8.27,61,64,43,0,0,0,0,1.51386144,0
67,1,16,1,0,3.445603125,42,11,1,1,0,19.69,53,57,64,0,0,0,1,0.04899597,0
53,1,16,1,1,3.232825324,436,105,1,0,1,6.99,53,59,73,1,0,1,1,-0.432766418,1
43,1,27,1,0,2.162115078,235,148,1,0,0,26.37,52,64,54,1,0,0,0,-0.827511623,0
56,1,13,1,0,4.643205024,21,146,1,0,0,4,39,60,43,1,0,1,1,0.99139883,0
82,0,20,1,0,2.976679343,147,244,0,0,0,19.58,60,52,49,1,0,1,1,-0.810153197,0
30,1,25,0,0,10.14775548,320,115,0,0,0,16.76,64,64,56,1,1,1,0,-0.936996399,0
56,1,34,0,0,6.479539744,712,584,0,0,0,38.48,78,47,50,1,0,0,0,-1.703331203,1
51,1,12,1,0,6.35277724,175,711,1,1,0,14.63,59,44,42,0,1,1,1,1.030131376,0
46,1,12,0,0,2.20687905,274,82,1,1,0,9.87,47,44,57,0,1,1,0,0.737690745,0
63,0,28,1,0,3.568758121,280,95,0,0,0,12.31,68,53,49,0,1,1,1,2.010806693,0
54,0,18,1,0,1.424444423,30,0,0,0,0,11.15,49,34,63,1,0,1,1,1.07261048,1
50,1,15,1,0,3.087045679,15,32,1,0,0,22.33,59,56,67,1,0,0,0,1.017460331,0
48,1,17,1,0,3.560407731,345,87,1,0,1,24.42,48,40,61,1,1,1,1,3.79962868,0
72,0,14,1,0,4.504210275,60,15,0,0,0,18.1,57,59,44,1,0,0,0,0.315915006,1
64,0,29,1,0,4.326814893,156,22,0,0,0,12.89,63,66,55,0,0,1,1,-0.047323809,0
66,0,13,1,1,4.986627935,41,28,0,0,0,16.28,75,54,68,0,0,1,1,0.765468217,0
55,1,13,1,0,3.071813398,524,88,1,0,1,31.33,67,50,61,1,1,1,0,0.744730298,0
62,1,25,1,0,3.214023827,59,22,0,0,0,26.85,49,59,50,1,0,1,0,0.84049436,0
57,1,19,1,0,5.474419756,94,80,1,0,0,11.65,57,72,57,0,1,1,1,1.326948459,0
42,1,21,1,0,2.371104237,73,26,0,0,0,25.17,54,48,55,0,1,1,1,3.714361373,1
35,1,14,1,0,6.074904262,115,141,0,0,0,22.68,66,58,51,0,0,0,1,1.027268972,0
41,1,25,1,0,5.140438833,0,61,0,0,0,16.64,38,52,59,0,1,1,1,4.903838346,0
66,1,16,0,0,2.641477908,73,0,1,1,0,13.2,44,51,53,1,0,0,0,0.767130297,0
63,1,10,1,0,2.665228003,72,53,0,1,0,18.34,69,45,57,0,1,1,1,1.91585638,1
49,1,15,0,0,3.368421771,100,72,0,0,0,14.19,54,42,50,0,0,1,0,4.531297484,0
40,1,37,1,0,5.710405482,124,82,1,0,0,14.22,50,41,60,1,1,1,1,1.556524977,0
41,1,17,1,1,4.302209468,56,10,0,0,0,6.72,78,51,65,1,0,0,0,1.330926677,0
54,0,16,1,1,5.558436653,0,24,1,0,0,11.78,50,44,45,0,1,1,1,2.895689857,0
54,1,20,1,0,4.23731171,13,7,1,0,0,8.44,37,51,58,0,1,1,1,2.406246965,0
47,1,19,1,0,5.175148094,71,31,0,0,0,17.72,51,59,80,0,1,1,1,3.565764652,0
58,0,23,1,1,5.502930138,130,79,0,0,0,6.03,68,69,64,0,0,1,1,-0.736202558,0
63,1,10,1,0,3.71541956,50,18,0,1,0,9.48,52,61,53,1,0,1,1,-0.505009277,0
67,0,17,1,0,4.601501769,371,326,1,1,0,9.46,43,59,68,0,0,1,0,0.603907008,1
57,0,19,1,0,5.907658591,39,17,1,0,0,25.15,41,70,54,1,0,0,0,0.192535775,0
57,1,9,1,0,3.389379092,184,121,0,0,1,5.86,49,58,52,1,1,1,1,-0.396214191,0
41,1,26,1,0,6.905860096,71,7,0,0,0,12.47,48,55,57,0,0,0,0,-2.153821327,0
61,0,20,1,1,3.752986267,9,0,0,0,0,9.84,52,50,58,1,1,1,1,3.119345213,0
51,0,33,1,0,15.31679694,3,76,1,0,0,22.18,50,67,46,1,1,1,1,3.544279183,0
60,0,15,1,0,7.237802575,118,383,0,0,0,8.71,50,66,64,0,1,1,1,2.615294929,0
53,1,20,1,0,6.825840336,26,50,0,0,0,12.71,55,54,53,1,1,1,1,-0.983997668,0
63,0,22,1,0,7.125118371,132,52,0,0,0,23.62,59,63,52,1,1,1,1,0.636783108,0
49,1,9,0,0,3.120989761,78,274,0,0,0,29.95,55,67,66,1,0,0,0,2.039331888,1
54,1,27,1,1,3.686205824,0,0,0,0,0,24.14,49,67,61,1,1,1,0,-1.269090623,0
44,1,13,1,0,4.450640707,29,0,1,1,0,14.57,40,45,50,1,1,1,1,4.006588147,0
46,1,17,1,0,5.096848383,56,134,1,0,0,4.06,59,42,67,1,0,0,0,1.19194864,0
57,1,22,1,1,7.751525378,0,0,0,0,0,20.08,41,69,48,0,1,1,1,4.039303459,0
55,1,8,1,0,4.213764932,222,337,0,0,1,12.98,58,59,58,0,0,0,0,-1.034462319,0
53,1,26,1,0,4.598856436,384,216,0,0,0,17.82,57,43,61,1,1,1,1,3.709329296,1
46,1,17,1,0,2.875983688,127,19,0,0,0,12.21,57,56,59,0,0,0,0,1.291567483,0
49,1,18,1,0,4.119965853,125,49,0,0,0,10.06,75,43,59,0,0,0,0,0.552614611,0
67,0,29,1,0,4.181655726,210,96,0,0,0,23.61,69,52,52,0,0,1,1,-2.145876365,1
60,0,14,1,0,4.552398102,206,74,1,1,0,11.96,53,67,60,1,0,0,0,0.824098116,0
71,0,23,1,0,9.916198254,37,21,0,0,0,10.45,51,58,54,1,1,1,1,-1.08659514,0
62,0,26,1,0,4.208256164,9,26,0,0,0,19.53,44,59,60,1,0,0,0,-2.38866446,0
64,0,25,1,0,2.584794084,29,0,0,0,0,20.47,50,49,48,1,1,1,1,-0.621948719,0
58,1,15,1,0,2.174556706,327,12,0,1,0,11.46,68,35,49,1,0,1,0,0.255475789,1
61,1,28,1,0,2.160248494,95,263,0,0,0,40.33,59,49,46,0,0,0,0,1.186163164,0
57,1,43,0,0,4.733183244,93,152,1,0,0,12.04,46,54,50,1,1,0,1,5.601995878,0
52,1,13,1,0,3.188884678,445,311,1,1,0,17.43,61,54,69,0,0,0,1,0.361440372,0
44,1,19,1,0,3.413646186,117,76,0,0,0,20.13,60,52,43,0,0,1,0,0.794297865,0
47,1,26,1,0,11.43208218,66,447,0,0,0,6.21,64,70,40,1,0,1,1,-1.635007013,0
38,1,11,1,0,3.94644318,158,61,0,1,0,13.46,53,53,48,1,1,1,1,0.473311351,0
51,0,13,1,0,2.757225668,128,24,1,0,0,16.06,47,63,61,1,0,0,0,-0.077410043,0
51,1,22,1,0,6.428193151,0,48,0,0,0,16.11,35,45,55,0,0,0,1,-0.189484714,0
51,1,21,1,0,6.035303005,78,104,1,0,0,15.3,53,66,60,1,1,1,1,-0.04461583,0
44,1,12,1,0,5.848809851,170,183,0,0,0,17.03,69,74,55,0,0,1,1,-0.675801943,0
59,0,33,1,0,3.844522684,47,57,0,0,0,28.78,53,30,50,1,0,1,0,-0.435227673,0
40,1,15,1,0,7.72115312,0,45,1,0,0,20.72,39,41,48,1,0,1,1,3.420360605,0
50,1,16,1,1,5.200900788,4,3,0,0,0,25.87,44,58,47,1,0,1,0,-0.472316605,0
56,1,13,1,1,1.666224444,408,78,1,1,0,38.79,68,42,61,0,1,1,0,0.928219968,0
59,1,9,1,1,5.603190648,10,39,1,0,1,2.79,38,54,71,0,1,1,0,0.202754035,0
46,1,8,1,0,1.864779263,256,73,0,1,0,22.79,63,50,71,1,1,1,1,3.763841019,1
52,1,19,1,0,1.540707093,350,112,1,0,0,12.59,52,55,53,1,1,1,1,-0.530065277,0
47,1,22,1,0,14.32880219,14,326,0,0,0,10.83,56,59,68,1,1,0,0,-0.444891766,0
82,0,17,1,1,5.430377036,13,15,1,0,1,6.36,48,52,61,0,0,1,1,1.44039178,0
51,1,18,1,0,7.122124864,29,85,0,1,0,24.13,51,39,65,0,1,1,1,5.302474404,0
44,1,13,1,0,4.13831189,131,35,1,0,0,9.54,59,68,54,0,0,1,1,-0.762241734,0
53,1,25,1,0,4.320525695,103,159,0,0,0,12.1,66,59,62,0,1,1,1,-1.876182596,0
37,1,15,0,0,5.047351294,95,270,0,0,0,10.83,43,61,39,1,0,0,0,0.558561325,1
61,0,24,1,0,5.665166162,70,26,1,0,0,14.73,55,58,70,0,0,1,1,4.071584298,0
75,0,9,1,1,2.248537744,49,18,0,1,0,39.71,52,55,50,1,1,1,1,3.463719435,0
44,1,24,0,0,4.48199458,483,143,1,0,0,17.66,65,62,61,0,1,1,1,4.475770974,1
67,0,13,1,0,6.232272026,47,27,0,1,0,23.67,53,66,43,0,0,1,1,-0.097247321,0
52,1,28,1,1,1.515473186,115,444,1,0,0,21.96,45,39,57,0,1,1,1,0.521297612,0
55,0,18,1,0,3.780682584,174,17,1,1,0,26.01,55,49,57,0,0,1,0,-0.494948195,0
66,0,18,1,0,6.007311087,148,121,0,1,0,4.76,55,54,67,1,0,0,0,-0.694579645,0
62,0,12,1,0,4.817007443,19,0,0,0,0,6.6,46,66,65,0,0,0,0,0.580621567,0
53,1,18,0,0,6.393999717,329,13,1,1,0,8.08,48,71,59,0,0,1,1,-2.258975161,1
45,1,17,1,0,3.669815257,17,0,0,0,0,35.11,37,58,61,1,1,1,1,6.476986144,0
86,0,14,1,0,3.834045309,390,101,0,1,0,32.96,73,63,44,1,1,1,1,0.062247935,1
70,0,21,0,0,2.001332953,146,67,1,0,0,8.17,45,49,49,1,0,0,1,5.343999355,0
55,1,20,1,0,1.474470861,61,114,0,0,0,8.03,64,44,51,0,1,0,1,0.653228166,0
63,0,21,1,1,5.484435627,34,44,1,0,0,17.92,54,62,44,1,1,1,1,-0.528074169,0
56,1,26,0,0,4.043263188,113,287,1,0,0,7.43,34,54,59,1,1,1,1,3.317130386,1
36,1,13,1,0,4.078527389,37,157,0,0,0,2.45,47,63,47,0,0,1,1,-0.76773773,0
65,0,17,1,0,3.790832166,35,100,0,0,0,26.58,44,38,54,0,0,1,1,-1.426419021,0
71,0,24,1,0,2.677084648,425,48,1,0,1,17.26,52,37,47,0,1,1,1,3.941173698,0
49,1,29,0,0,6.00520866,104,45,1,0,0,17.39,51,50,42,0,1,1,1,5.902371251,0
57,1,9,1,0,7.440961582,20,453,0,0,0,11.78,50,64,45,0,0,0,1,1.317898695,0
40,1,33,1,0,6.349007277,131,178,0,0,0,15.61,36,86,54,0,1,1,1,4.061730705,0
57,1,43,0,0,4.779994521,130,0,0,0,0,14.6,45,48,58,1,0,0,0,0.985700053,0
49,1,30,0,0,2.140609227,688,384,1,0,0,14.52,56,57,55,0,0,1,1,1.230801158,1
58,1,40,1,1,4.76643523,100,79,1,0,0,13.53,68,51,47,0,1,1,1,0.705765564,0
41,1,16,0,0,5.173893915,44,26,0,0,0,10.44,32,62,49,1,1,1,1,4.030399756,0
64,1,24,1,0,10.4161474,0,0,0,1,0,10.6,40,67,44,1,0,0,0,0.343662991,1
68,0,19,1,0,3.903702359,89,37,1,0,0,15.34,62,52,51,0,0,1,1,2.343776141,1
64,1,30,1,1,3.222728135,93,46,1,0,1,22.28,42,38,61,1,0,1,0,-0.083934613,0
49,1,52,1,0,5.51905854,51,37,1,0,0,15.02,54,52,43,0,0,0,0,0.344476695,1
52,1,23,1,0,6.472781461,100,99,0,0,0,7.93,54,56,73,1,1,1,1,-0.28452575,0
55,1,51,1,0,3.906719844,69,10,1,0,0,11.57,52,59,36,0,1,1,1,4.544997747,0
66,0,12,1,0,8.33017629,47,233,0,1,0,14.87,52,67,41,1,0,1,0,-0.705024088,0
49,1,14,1,0,2.361045529,331,239,1,0,1,21.6,47,46,52,1,1,1,1,-0.458988342,0
45,1,29,1,0,3.85273117,74,44,0,0,0,13.8,67,69,46,1,1,1,0,0.196638251,0
61,1,11,1,0,4.722450914,97,44,0,1,0,12.84,62,60,54,1,1,1,1,3.674532894,0
56,1,29,1,0,11.06121473,159,173,0,0,0,9.64,59,66,65,1,0,0,0,-0.100290627,0
51,1,27,1,0,3.801938084,310,180,1,1,0,4.36,50,49,64,0,0,0,1,0.423727581,0
61,0,23,1,1,1.72049405,76,76,0,0,0,15.81,51,53,70,0,1,1,1,5.036706814,1
44,1,51,1,0,3.572544043,142,51,0,0,0,6.93,55,38,47,0,0,0,0,-0.809921727,0
63,0,25,1,0,2.14754695,6,36,0,0,0,13.98,43,45,48,0,1,1,1,4.785291552,0
48,1,21,1,0,5.006124608,6,28,1,0,0,5.76,35,81,56,1,1,1,1,3.89843754,0
52,1,11,1,0,4.422682733,41,0,0,1,0,15.2,57,43,55,1,0,1,1,0.454648898,0
81,0,21,1,0,4.466449299,0,18,0,0,0,19.42,28,58,43,1,1,1,1,-1.545089844,0
59,1,24,1,0,2.996451215,29,78,0,0,0,6.56,41,49,50,0,0,0,0,0.346138563,0
52,1,17,1,0,6.167337573,47,210,0,0,0,35.39,53,64,49,1,1,1,1,0.538057785,0
38,1,23,0,0,5.493062774,112,96,1,0,0,16.32,48,50,56,0,1,1,1,5.678561441,0
70,1,12,1,1,6.354089851,60,66,0,1,0,4.83,67,63,67,0,0,1,0,-0.450303542,0
64,1,16,0,0,3.633748105,252,711,1,1,0,13.7,40,56,50,0,0,0,1,-1.111685472,1
48,1,15,1,0,3.319040992,100,170,0,0,0,7.47,57,51,48,1,1,1,1,1.618252748,0
42,1,35,1,0,3.778669597,823,160,0,0,0,30.68,74,57,48,0,0,0,0,1.002402654,1
51,0,18,1,0,5.247659703,10,22,1,0,0,10.39,46,50,63,0,0,0,0,-0.20551452,0
55,1,21,0,0,2.355924811,484,711,0,0,0,4.84,62,43,44,1,0,1,0,1.297190404,1
63,1,30,1,1,4.214290051,101,57,0,0,0,21.27,62,59,50,1,0,0,0,0.642409591,1
53,1,27,1,0,7.739906115,60,632,0,0,0,21.72,52,56,68,0,1,0,0,0.450697072,0
65,1,27,1,0,6.70497948,46,111,1,1,0,25.69,43,55,55,0,1,1,1,0.487487372,0
46,1,11,0,0,4.698484094,88,30,0,0,0,7.47,62,66,41,0,1,1,1,-2.25904249,0
62,0,14,0,0,3.151829512,98,75,0,0,0,24.45,46,45,58,0,0,0,0,1.021711335,0
40,1,18,1,1,12.13905221,0,33,0,0,0,24,48,59,42,1,1,1,1,-0.095251372,0
70,0,29,0,0,7.972995616,639,41,0,0,1,5.34,70,51,44,1,0,0,0,-1.070193928,1
55,1,21,1,0,2.14246174,231,264,1,0,0,7.35,53,71,74,0,0,0,0,0.853709136,0
55,1,19,1,1,7.598274384,41,0,0,1,0,7.29,54,63,58,0,0,1,0,0.874377588,0
61,1,16,0,0,2.928900161,255,711,1,1,0,17.41,60,24,81,0,1,1,1,-1.886452237,0
55,1,31,0,0,8.751525474,243,293,0,0,0,27.29,53,62,51,1,1,1,1,0.690337157,1
65,0,19,0,0,6.787004824,213,165,1,1,0,22.36,53,59,72,1,1,1,1,0.285142075,0
48,1,11,1,0,5.588365006,172,565,0,1,0,35.92,59,85,30,0,1,1,1,-0.757133163,0
72,0,21,1,0,4.669761756,51,32,0,0,0,20.07,56,48,41,1,0,0,0,-0.253180268,0
39,1,11,1,0,4.870807183,9,39,1,0,0,11.63,43,59,54,1,0,1,0,-0.238496591,0
68,1,26,1,0,1.49083261,474,80,0,1,0,26.38,55,38,45,0,0,1,1,0.245045489,0
53,1,11,1,0,3.342211512,366,238,0,1,0,14.81,68,59,63,1,0,0,0,-1.747322986,0
57,1,16,0,0,6.583270676,413,260,0,1,0,21.45,50,72,56,1,1,1,1,3.387653504,1
47,1,27,1,0,6.179645068,97,229,0,0,0,14.68,58,61,63,0,1,0,1,0.043347864,1
54,0,36,1,0,2.362238895,71,47,0,0,0,8.82,57,43,65,0,1,1,0,0.375447374,0
67,1,14,1,0,4.215042585,30,40,0,1,0,19.3,52,53,61,1,0,0,0,0.477189503,0
46,1,17,1,1,6.567353656,139,21,0,1,0,19.7,77,58,63,0,0,1,0,0.998181696,1
58,1,15,1,0,4.794344842,34,39,0,0,0,40.61,54,63,46,1,0,1,0,0.520087911,0
71,0,28,1,0,8.725808571,15,108,0,0,0,5.78,39,60,42,1,1,1,1,4.691588272,0
39,1,14,1,0,3.268112106,60,287,0,0,0,11.39,66,38,67,1,1,1,1,-0.275104056,0
52,1,20,0,0,2.856862385,49,0,0,0,0,22.9,45,45,42,1,1,1,1,2.985399226,0
56,1,26,1,0,3.420505513,250,15,0,0,0,21.77,57,59,62,0,0,0,0,-0.634885474,1
52,1,18,1,0,3.797438047,493,439,0,0,0,26.44,71,59,56,0,0,1,0,0.775520112,0
30,1,32,1,0,3.079098217,186,235,0,0,0,8.77,75,50,49,0,1,1,1,-0.170678131,1
55,1,23,1,1,6.142018853,0,6,1,0,0,14.77,42,59,64,0,1,1,0,-0.669628161,0
53,1,9,1,1,3.060591955,110,107,0,1,0,25.32,63,47,45,0,1,1,0,0.521671429,0
43,1,11,1,0,3.773952132,146,196,1,0,1,24.5,44,43,48,0,0,1,1,2.87772765,1
49,1,14,1,1,3.356779968,1,0,1,0,0,20.91,51,49,60,0,0,1,0,3.886614737,0
62,0,26,1,1,4.997054248,95,88,1,0,0,6.68,65,69,47,0,1,1,1,0.036804887,1
78,0,18,1,0,3.519765498,9,3,1,0,0,7.97,54,67,49,1,0,1,1,-0.579473327,0
63,1,16,1,0,8.443124384,112,93,1,0,1,7.66,55,71,62,0,0,1,1,0.889824419,0
49,1,17,1,1,3.543767902,480,440,0,0,0,9.84,67,59,46,1,0,0,0,0.319233233,0
62,1,21,1,0,4.444270282,89,143,0,0,0,24.27,57,55,69,1,0,1,1,-0.035010299,0
52,1,13,1,0,2.637077954,89,420,0,1,0,8.22,47,54,47,1,0,1,1,1.180973421,1
52,1,16,1,1,3.971147071,0,10,1,1,0,17.89,35,49,58,0,1,0,1,0.352681463,0
46,1,16,1,0,4.070959983,111,75,0,0,0,12.23,63,40,68,0,0,1,0,0.731640645,0
56,0,20,1,1,5.75482689,0,4,0,0,0,15.09,60,57,45,0,1,1,1,6.180727907,0
70,0,8,1,0,3.631276563,32,21,0,1,0,28.4,68,43,54,0,0,0,0,0.406213819,0
58,1,16,1,0,8.851698929,57,317,0,0,1,19.32,63,52,48,0,0,0,1,-0.680786223,0
57,1,21,1,0,3.687480198,93,39,0,1,0,9.61,51,33,42,1,0,1,0,0.086208256,0
65,1,18,1,0,5.785668992,19,75,0,0,0,10.53,53,52,52,0,1,1,1,-1.634606544,0
51,1,11,1,1,3.326685677,23,1,0,0,0,16.38,59,58,49,1,0,0,0,-0.841628052,0
49,1,18,1,1,1.641301317,231,157,1,0,0,22.07,56,60,49,1,0,1,0,-0.207797966,0
52,1,33,1,0,6.245054974,49,20,0,0,0,21.26,41,54,40,1,1,1,1,3.685133031,1
54,1,45,0,0,9.46600856,114,149,0,0,0,20.6,53,60,59,1,0,0,0,-1.607281615,0
49,1,20,1,0,5.291888979,34,46,1,0,0,20.13,46,54,62,1,1,1,1,0.310866243,0
53,1,21,1,0,3.684375448,342,121,1,1,0,14.32,51,50,58,0,1,1,1,3.211803009,0
56,1,14,0,0,5.534093632,313,141,1,1,0,22.66,61,67,55,1,0,0,0,0.62837649,0
71,0,22,1,1,4.841586714,65,39,0,1,0,24.43,64,47,64,1,0,0,0,0.549551423,0
57,1,9,1,0,3.30486466,760,711,1,0,1,11.87,71,54,49,1,1,1,0,0.252518309,0
46,1,19,1,0,5.045137372,326,523,0,0,0,13.41,67,59,68,0,0,0,0,-1.201862881,0
61,0,10,1,1,2.985884947,69,38,0,1,0,6.55,44,42,40,0,0,1,1,1.117125733,0
44,1,17,1,1,6.091049885,173,63,0,1,0,13.86,69,50,53,0,1,1,1,1.082490699,1
44,1,19,1,0,2.187161552,69,35,0,0,0,42.77,43,54,54,1,1,1,1,5.021345232,0
49,1,23,1,0,8.647833438,97,85,0,0,0,29.93,52,71,58,1,0,0,1,-1.085645627,1
